BJD RV eRV
2454433.741723 0 3.21
2454768.87129 -75.7999999999993 4.28
2454808.722259 -93.7800000000007 7.64
2454814.688809 -97.7000000000007 2.73
2454817.692073 -104.200000000001 2.83
2455097.897419 -132.559999999999 3.04
2455129.860767 -135.59 2.88
2455201.650811 -132.15 4.23
2455927.670281 -161.290000000001 2.74
2456318.607337 221.02 3.04
2456586.846661 11.9799999999996 2.76
