BJD RV eRV
2454282.883505 0 2.95
2454291.832584 34.6299999999999 3.6
2454298.852825 0.680000000000014 3.26
2454330.877333 34.16 4.65
2454729.628466 258.550000000001 3.87
2454815.547188 265.2 3.86
2454941.916828 302.04 3.47
2454975.843974 322.02 4.1
2454994.916341 320.6 3.56
2455038.672322 321.17 3.48
2455074.701902 341.12 3.65
2455094.618801 345.92 3.75
2455158.587865 365.08 3.2
2455182.535843 354.18 3.04
