logP1 7.4773
logK1 4.5060
esino1 0.2279
ecoso1 0.5669
Mo1 0.5427
Omega1 3.4862
Inc1 2.5453
logP2 11.4433
logK2 4.0257
esino2 -0.0549
ecoso2 0.8589
Mo2 6.1499
Omega2 3.4160
Inc2 1.9519
J_APF 2.4026
J_ELODIE 0.7210
J_HET 0.9696
J_KECK 0.3840
J_KECK2 1.6489
J_hip2 1.2291
J_gaia 1.1788
dra 5.3922
ddec 3.4125
dplx 0.1182
dpmra -0.5262
dpmdec 1.0065
Mstar 0.9618
