a_au m_mjup pma_ra pma_dec
0.42165151300858994 0.1 0.49849255777589035 1.4855553270563548
0.44079028659513225 0.1 0.5073963655288269 1.4969857532269613
0.46079776963271707 0.1 0.5026101684988966 1.4918173680626436
0.48171339286683695 0.1 0.5087407227762601 1.492713593467638
0.5035783768055895 0.1 0.509360898302841 1.5002530869177142
0.5264358129570502 0.1 0.5041645032131921 1.5011516519628438
0.5503307487540127 0.1 0.4964180116844173 1.5015991119418688
0.5753102763334637 0.1 0.5112390570741693 1.4922266717886905
0.6014236253457628 0.1 0.5012729692984621 1.4831610883958075
0.628722259976431 0.1 0.5004585850503078 1.4996137113109864
0.6572599803717638 0.1 0.49870869670041884 1.4911474902966426
0.687093028668152 0.1 0.4980729001449236 1.4879902465510177
0.71828019983408 0.1 0.5159295024175568 1.5245403992140865
0.7508829575432424 0.1 0.5098711230519175 1.508428342066019
0.7849655553071466 0.1 0.502405790233819 1.4966069998561962
0.8205951631059258 0.1 0.49137545777125174 1.5021440241502084
0.8578419997669297 0.1 0.5180967031789512 1.497331333461547
0.8967794713519812 0.1 0.490162519464088 1.4951910858779593
0.9374843158260363 0.1 0.514207362919187 1.5075866792869141
0.980036754292357 0.1 0.5128978222249522 1.5096984850011752
1.0245206490922534 0.1 0.5003617831855363 1.4956191950371314
1.071023669080977 0.1 0.5039046520874761 1.496111551700324
1.119637462405492 0.1 0.5072764414843576 1.5095683315209898
1.1704578371246335 0.1 0.5174304584264858 1.496849066316642
1.2235849500276197 0.1 0.48368666369010305 1.492660706827651
1.2791235040230426 0.1 0.4685340489497997 1.5000337846687954
1.3371829544873481 0.1 0.5613384622341584 1.4887465094854546
1.3978777249794812 0.1 0.5341933482236778 1.4868330823105866
1.4613274327468244 0.1 0.5300605444241046 1.5135117300230416
1.5276571244668562 0.1 0.5581430344489137 1.4162625823312105
1.5969975226891286 0.1 0.49706390403625844 1.5360346043759634
1.6694852834632576 0.1 0.4928056681507603 1.4766178571529103
1.7452632656606484 0.1 0.4681629193218794 1.5148824935112706
1.824480812520745 0.1 0.45988425252202103 1.4144506904159715
1.907294045976672 0.1 0.5605971794069975 1.404813367911514
1.9938661743403239 0.1 0.5175635168214067 1.506695933969456
2.084367813953289 0.1 0.4664202873661666 1.5027497058580441
2.178977325437517 0.1 0.4793353296068968 1.4434351504819938
2.2778811652084143 0.1 0.4517485713636533 1.477606689822601
2.3812742529431303 0.1 0.4969094889250783 1.4765627730150723
2.4893603557282353 0.1 0.5724970181150959 1.4923615353695707
2.6023524896438714 0.1 0.5111733627628539 1.528497986451125
2.720473339575825 0.1 0.46103598222591125 1.4396253283858509
2.8439556980828735 0.1 0.5387037907852834 1.4680848748360171
2.9730429241843397 0.1 0.5292772085791979 1.4422956609029192
3.107989422972017 0.1 0.570076295201648 1.4586004904177476
3.2490611469917 0.1 0.48910543007495166 1.476400460656841
3.396536120382436 0.1 0.5248274930273208 1.4990437276950854
3.550704986806468 0.1 0.5696504583346289 1.461511287101829
3.7118715822497332 0.1 0.5441401156581943 1.5167585444678413
3.8803535338217907 0.1 0.4515907389367938 1.4739880962022602
4.056482885735302 0.1 0.5475774912133965 1.4658536869593628
4.240606753698727 0.1 0.4540726034771828 1.5028698149656332
4.433088009011924 0.1 0.5241107170213353 1.4918996995576355
4.634305993712872 0.1 0.5003719698771165 1.4795524190498692
4.844657268184927 0.1 0.5320980454139129 1.520116948310371
5.064556392697968 0.1 0.5008805261207994 1.4761395564787934
5.294436744423749 0.1 0.542761660287149 1.478625972363692
5.534751371535576 0.1 0.5124144801554327 1.521656146762371
5.785973886075598 0.1 0.49868907277309643 1.505479816533012
6.048599397349387 0.1 0.4952784474758806 1.5061837655962105
6.323145487687282 0.1 0.49000644120499903 1.4969055793891366
6.6101532324956045 0.1 0.5056587784724582 1.4892867819594016
6.910188266608022 0.1 0.5085711236223576 1.4889191654267042
7.223841899038598 0.1 0.5210083428327215 1.5010660997973597
7.551732278333553 0.1 0.5045118942102359 1.5109600499082994
7.894505610818346 0.1 0.5125246870847348 1.502196277780801
8.252837434141036 0.1 0.4830047376243157 1.4984118733343912
8.62743394862182 0.1 0.5056682580866056 1.498778912920677
9.019033409032527 0.1 0.5048204885508365 1.4942220570403721
9.428407579549061 0.1 0.5080214486622514 1.4896438079331573
9.856363254744167 0.1 0.5037861340779624 1.4956650494759864
10.30374384961807 0.1 0.4990763076567911 1.5033629921072702
10.771431061800685 0.1 0.5021599764222064 1.4927537851431207
11.260346609201207 0.1 0.5010384233267231 1.4949736050609483
11.771454046529671 0.1 0.5057401840704397 1.4884437325430384
12.305760664270492 0.1 0.5026572707438757 1.497080396472846
12.864319473850417 0.1 0.5078053292707556 1.4978393010208337
13.448231282913348 0.1 0.503507382297347 1.5009706032712717
14.058646864791958 0.1 0.5034756389862208 1.4961747567875192
14.696769226451611 0.1 0.5032893888518774 1.4925614157748823
15.36385597937639 0.1 0.5024946460790053 1.4959154311308827
16.06122181806968 0.1 0.5057175722902578 1.494289078954735
16.79024111105394 0.1 0.505589445518812 1.4963938377101154
17.552350609476093 0.1 0.5017045640909017 1.4971009639477302
18.349052278656462 0.1 0.5047210226074854 1.4954704954222273
19.18191625816192 0.1 0.5042574858226991 1.4977343486462977
20.052583956236795 0.1 0.501863932088729 1.496597059390421
20.962771284690017 0.1 0.5023319443235548 1.4972511009064893
21.914272040613977 0.1 0.5033817536626157 1.4951315476775104
22.908961441599626 0.1 0.5016227054773101 1.4949662249081697
23.948799821415108 0.1 0.5039355971545643 1.4972943561683643
25.035836493431397 0.1 0.5026792227482617 1.4953411422978706
26.17221378940879 0.1 0.503639346771606 1.4966612593000166
27.360171281604167 0.1 0.5029023290852561 1.4969528352449468
28.602050196519798 0.1 0.5028448550623259 1.4964761008775043
29.900298028992204 0.1 0.5038131715920023 1.496551584411018
31.25747336571479 0.1 0.503315110903719 1.496183285136535
32.67625092770022 0.1 0.5035327318360217 1.4960769673283107
34.159426841620295 0.1 0.504308440991176 1.496180467433638
0.42165151300858994 0.10898414799852865 0.5005165996068882 1.5083732071811795
0.44079028659513225 0.10898414799852865 0.5017253388272708 1.4997403632485748
0.46079776963271707 0.10898414799852865 0.5189912995097782 1.4948282419667334
