TBJD PDCSAP ePDCSAP
1.438324924837381104e+03 7.580621875000000000e+05 9.666680145263671875e+01
1.438326313783671367e+03 7.580753125000000000e+05 9.667160034179687500e+01
1.438327702730427745e+03 7.579371250000000000e+05 9.665903472900390625e+01
1.438329091677184124e+03 7.577645000000000000e+05 9.664817047119140625e+01
1.438330480623475751e+03 7.580405000000000000e+05 9.667029571533203125e+01
1.438331869570232811e+03 7.574076875000000000e+05 9.662591552734375000e+01
1.438333258516522847e+03 7.576196250000000000e+05 9.663841247558593750e+01
1.438334647463279225e+03 7.574331875000000000e+05 9.662226867675781250e+01
1.438336036409570170e+03 7.571355000000000000e+05 9.659515380859375000e+01
1.438337425356326776e+03 7.569781875000000000e+05 9.659926605224609375e+01
1.438338814302617948e+03 7.568919375000000000e+05 9.659185791015625000e+01
1.438340203249374326e+03 7.571682500000000000e+05 9.660044097900390625e+01
1.438341592196130932e+03 7.583429375000000000e+05 9.666629028320312500e+01
1.438342981142422332e+03 7.605941250000000000e+05 9.680223083496093750e+01
1.438344370089178710e+03 7.606968125000000000e+05 9.682026672363281250e+01
1.438345759035469655e+03 7.601696875000000000e+05 9.677885437011718750e+01
1.438347147982226261e+03 7.599244375000000000e+05 9.677780914306640625e+01
1.438348536928516069e+03 7.594671875000000000e+05 9.674024200439453125e+01
1.438349925875273357e+03 7.590293125000000000e+05 9.670446014404296875e+01
1.438351314821564984e+03 7.594368750000000000e+05 9.673859405517578125e+01
1.438352703768321362e+03 7.586738750000000000e+05 9.668691253662109375e+01
1.438354092714612079e+03 7.584063750000000000e+05 9.667488861083984375e+01
1.438355481661368458e+03 7.581915625000000000e+05 9.666045379638671875e+01
1.438356870607660085e+03 7.573596875000000000e+05 9.659410095214843750e+01
1.438358259554416463e+03 7.573085625000000000e+05 9.660648345947265625e+01
1.438359648500706498e+03 7.569581875000000000e+05 9.657755279541015625e+01
1.438361037447463104e+03 7.567301250000000000e+05 9.656188964843750000e+01
1.438362426393754276e+03 7.560475000000000000e+05 9.652127075195312500e+01
1.438363815340511565e+03 7.558825000000000000e+05 9.650928497314453125e+01
1.438365204286802282e+03 7.555034375000000000e+05 9.646784210205078125e+01
1.438366593233558206e+03 7.553076875000000000e+05 9.645495605468750000e+01
1.438367982179849378e+03 7.554575625000000000e+05 9.647552490234375000e+01
