Target,ra[rad],dec[rad],ra[h:m:s],dec[d:m:s],ObservationTimeAtGaia[UTC],CcdRow[1-7],zetaFieldAngle[rad],scanAngle[rad],Fov[FovP=preceding/FovF=following],parallaxFactorAlongScan,parallaxFactorAcrossScan,ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2014-10-21T06:24:42.159,2,0.00444013666826738,-1.89046970189021,FoVF,-0.601075615611761,0.710268732765373,2456951.76593015
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2014-10-21T10:38:22.154,7,-0.00647650804838425,-1.89734990357962,FoVP,-0.597773012130968,0.714396263287891,2456951.94210276
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2014-12-11T12:02:52.979,4,0.00167110627280514,-2.27108420354103,FoVF,-0.558460424555467,0.704130537966195,2457003.00545446
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-04-30T23:47:45.296,5,-0.00287104166855221,-0.306680381140182,FoVP,0.69193139357601,0.718717105049919,2457143.49356437
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-05-01T01:34:19.506,3,0.00237203803679645,-0.305948541652515,FoVF,0.6912323759572,0.719720932693123,2457143.56756471
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-06-01T13:13:38.126,2,0.00529142005815238,1.00182078181984,FoVF,-0.656244019268392,0.720448470001042,2457175.05032406
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-06-01T17:27:18.148,6,-0.00499141541597827,0.994825779254412,FoVP,-0.65149031178631,0.723649105952798,2457175.22646635
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-06-23T11:31:24.260,3,0.00141339954725754,-0.401334505546088,FoVP,0.389944538099585,0.723635205454901,2457196.97757988
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-06-23T13:17:58.512,2,0.00458153947328946,-0.405459444054017,FoVF,0.392109634955126,0.721706277618514,2457197.05158221
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-10-31T23:48:15.315,2,0.00293536162401015,-1.90563574679441,FoVP,-0.676807094721226,0.710441454335482,2457327.49157793
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-11-01T01:34:49.527,6,-0.00218256038714641,-1.90751472938418,FoVF,-0.675989516097471,0.711555336565657,2457327.56559181
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-12-02T23:18:50.703,4,-0.00180228725949439,2.66960099194807,FoVP,0.641606265413603,0.706266914285472,2457359.47412915
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-12-03T01:05:24.907,3,0.00325142696472857,2.67184104385272,FoVF,0.639410390696209,0.707761912283228,2457359.54814275
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-12-20T23:20:53.272,2,0.00187685931342297,-2.47250517335105,FoVP,-0.430637688264386,0.70698368192219,2457377.47704425
HD87883,2.65603773499919,0.597640231979067,10:08:43.141,+34:14:32.147,2015-12-21T01:07:27.484,6,-0.00240465306000783,-2.46897228877608,FoVF,-0.433273652258144,0.704598379422572,2457377.55105692
