TBJD PDCSAP ePDCSAP
1.870450507086423841e+03 3.443026250000000000e+05 6.555071258544921875e+01
1.870451896023613017e+03 3.443351875000000000e+05 6.553448486328125000e+01
1.870453284960337442e+03 3.446970000000000000e+05 6.556876373291015625e+01
1.870454673897061184e+03 3.441916562500000000e+05 6.553196716308593750e+01
1.870456062833784927e+03 3.442817187500000000e+05 6.553371429443359375e+01
1.870457451770508442e+03 3.443497500000000000e+05 6.553785705566406250e+01
1.870458840707231502e+03 3.444524687500000000e+05 6.555090332031250000e+01
1.870460229644420906e+03 3.442038437500000000e+05 6.552658843994140625e+01
1.870461618581145103e+03 3.443396562500000000e+05 6.553985595703125000e+01
1.870463007517868846e+03 3.442458437500000000e+05 6.551757049560546875e+01
1.870464396454592588e+03 3.445297812500000000e+05 6.553450775146484375e+01
1.870465785391316331e+03 3.443814687500000000e+05 6.549556732177734375e+01
1.870467174328504825e+03 3.443414062500000000e+05 6.552440643310546875e+01
1.870468563265228568e+03 3.443844062500000000e+05 6.550608825683593750e+01
1.870469952201952310e+03 3.443201250000000000e+05 6.550834655761718750e+01
1.870471341138676053e+03 3.444934062500000000e+05 6.550834655761718750e+01
1.870472730075399795e+03 3.442439062500000000e+05 6.549136352539062500e+01
1.870474119012588972e+03 3.441836562500000000e+05 6.549063873291015625e+01
1.870475507949312487e+03 3.449400625000000000e+05 6.553579711914062500e+01
1.870476896886035775e+03 3.443266875000000000e+05 6.550952911376953125e+01
1.870478285822759517e+03 3.442955000000000000e+05 6.549553680419921875e+01
1.870479674759949376e+03 3.442052187500000000e+05 6.547690582275390625e+01
1.870481063696673118e+03 3.442842500000000000e+05 6.548703765869140625e+01
1.870482452633396861e+03 3.443783125000000000e+05 6.550339508056640625e+01
1.870483841570120603e+03 3.443545625000000000e+05 6.548574066162109375e+01
1.870486619444032840e+03 3.443175625000000000e+05 6.547627258300781250e+01
1.870488008380757037e+03 3.444537500000000000e+05 6.547592163085937500e+01
1.870489397317480780e+03 3.442588750000000000e+05 6.545743560791015625e+01
1.870490786254670184e+03 3.443190312500000000e+05 6.549028778076171875e+01
1.870492175191393926e+03 3.443010937500000000e+05 6.546412658691406250e+01
1.870493564128116759e+03 3.442651875000000000e+05 6.544004058837890625e+01
1.870494953064840502e+03 3.443019062500000000e+05 6.546223449707031250e+01
1.870496342002030588e+03 3.443349062500000000e+05 6.546749877929687500e+01
1.870497730938754103e+03 3.444318125000000000e+05 6.546087646484375000e+01
1.870499119875477845e+03 3.443654062500000000e+05 6.545521545410156250e+01
1.870500508812201588e+03 3.444408125000000000e+05 6.546518707275390625e+01
1.870501897749390309e+03 3.443778125000000000e+05 6.545220947265625000e+01
1.870503286686113825e+03 3.444321250000000000e+05 6.543680572509765625e+01
1.870504675622838477e+03 3.443732812500000000e+05 6.544305419921875000e+01
1.870506064560027880e+03 3.443305000000000000e+05 6.545308685302734375e+01
1.870507453496750713e+03 3.443952812500000000e+05 6.544094085693359375e+01
1.870508842433474456e+03 3.443788125000000000e+05 6.545052337646484375e+01
1.870510231370198198e+03 3.443640937500000000e+05 6.543115997314453125e+01
1.870511620307386693e+03 3.443203437500000000e+05 6.545042419433593750e+01
1.870513009244110435e+03 3.443411562500000000e+05 6.543431854248046875e+01
1.870514398180834633e+03 3.443453125000000000e+05 6.542716217041015625e+01
1.870515787118024036e+03 3.442651250000000000e+05 6.543106842041015625e+01
1.870517176054747779e+03 3.444665937500000000e+05 6.543812561035156250e+01
1.870518564991471521e+03 3.443197187500000000e+05 6.542440795898437500e+01
1.870519953928660016e+03 3.443550937500000000e+05 6.543208312988281250e+01
1.870522731802108410e+03 3.442632187500000000e+05 6.542522430419921875e+01
1.870524120739297587e+03 3.444384375000000000e+05 6.542446136474609375e+01
1.870525509676021102e+03 3.443436562500000000e+05 6.541967773437500000e+01
1.870526898612744844e+03 3.443421562500000000e+05 6.544016265869140625e+01
1.870528287549933793e+03 3.442517812500000000e+05 6.540043640136718750e+01
1.870531065423381733e+03 3.443176250000000000e+05 6.540815734863281250e+01
1.870532454360571137e+03 3.444989687500000000e+05 6.542182922363281250e+01
1.870533843297294879e+03 3.442681875000000000e+05 6.541809082031250000e+01
1.870535232234018395e+03 3.444620937500000000e+05 6.540319061279296875e+01
