2503151.4302   -29262.82 13.4  ELODIE Pepper+2020 
2503153.4235   -29230.82 14.48 ELODIE Pepper+2020 
2503155.3946   -29639.82 10.8  ELODIE Pepper+2020 
2503217.3409   -29526.42 10.78 ELODIE Pepper+2020 
2503218.3429   -29323.42 10.9  ELODIE Pepper+2020 
2503219.345    -29246.42 12.87 ELODIE Pepper+2020 
2503220.3498   -29218.42 11.64 ELODIE Pepper+2020 
2503224.3411   -29303.42  9.26 ELODIE Pepper+2020 
2503226.3539   -29151.82 17.11 ELODIE Pepper+2020 
2503227.3547   -29231.82 25.78 ELODIE Pepper+2020 
2503228.3326   -29532.82 12.11 ELODIE Pepper+2020 
2503229.3231   -29548.82 10.98 ELODIE Pepper+2020 
2503230.3545   -29337.82 24.59 ELODIE Pepper+2020 
2503231.3597   -29256.82 13.16 ELODIE Pepper+2020 
2503232.327    -29208.82 18.16 ELODIE Pepper+2020 
2503233.3267   -29260.82  9.17 ELODIE Pepper+2020 
2503234.3264   -29473.82 10.22 ELODIE Pepper+2020 
2503392.6777   -29192.93 13.7  ELODIE Pepper+2020 
2503394.6422   -29589.93 26.88 ELODIE Pepper+2020 
2503396.6787   -29248.93 15.3  ELODIE Pepper+2020 
2503397.681    -29144.93 14.88 ELODIE Pepper+2020 
2503398.6756   -29193.93 14.52 ELODIE Pepper+2020 
2503399.6799   -29360.93 14.25 ELODIE Pepper+2020 
2503421.6764   -29172.94 23.65 ELODIE Pepper+2020 
2503422.6439   -29174.94 17.35 ELODIE Pepper+2020 
2503424.6543   -29541.94 12.88 ELODIE Pepper+2020 
2503425.6554   -29528.94 13.93 ELODIE Pepper+2020 
2503426.6586   -29336.94 12.35 ELODIE Pepper+2020 
2503428.6526   -29175.94 25.22 ELODIE Pepper+2020 
2503429.5865   -29151.94 28.36 ELODIE Pepper+2020 
2503430.565    -29431.94 16.2  ELODIE Pepper+2020 
2503431.634    -29555.94 12.1  ELODIE Pepper+2020 
2503486.5332   -29566.24 11.96 ELODIE Pepper+2020 
2503487.4809   -29387.24 11.09 ELODIE Pepper+2020 
2503488.4736   -29261.24 11.83 ELODIE Pepper+2020 
2503489.5168   -29185.24 16.71 ELODIE Pepper+2020 
2503490.4763   -29186.24 10.06 ELODIE Pepper+2020 
2503491.4789   -29299.24 10.71 ELODIE Pepper+2020 
2503492.4688   -29595.24 11.3  ELODIE Pepper+2020 
2503517.491    -29533.04 11.39 ELODIE Pepper+2020 
2503519.445    -29198.04 10.68 ELODIE Pepper+2020 
2503520.3896   -29138.04 10.89 ELODIE Pepper+2020 
2503553.3845   -29473.15 25.01 ELODIE Pepper+2020 
2503807.5837   -29204.87 27.58 ELODIE Pepper+2020 
2503808.6363   -29102.87 16.2  ELODIE Pepper+2020 
2503809.6151   -29108.87 11.37 ELODIE Pepper+2020 
2503843.5657   -29323.07 15.61 ELODIE Pepper+2020 
2503869.4811   -29149.87 11.79 ELODIE Pepper+2020 
2503871.4213   -29169.87 10.61 ELODIE Pepper+2020 
2503872.4719   -29459.87 10.31 ELODIE Pepper+2020 
2503875.4654   -29153.87 13.38 ELODIE Pepper+2020 
2503895.4036   -29095.87 12.23 ELODIE Pepper+2020 
2503896.4117   -29236.87 12.26 ELODIE Pepper+2020 
2503897.3888   -29519.87 12.1  ELODIE Pepper+2020 
2503900.4186   -29131.87 13.59 ELODIE Pepper+2020 
2503901.4365   -29134.87 13.62 ELODIE Pepper+2020 
2455370.81537    -132.22  0.86 HIRES  Thiswork   
2455371.836612     38.67  1.23 HIRES  Thiswork   
2458885.015346   -333.11  1.58 HIRES  Thiswork   
2458906.17126      32.21  1.47 HIRES  Thiswork   
2459040.838457     15.87  1.37 HIRES  Thiswork   
2459209.15044       9.26  1.51 HIRES  Thiswork   
2459593.184149     98.2   1.54 HIRES  Thiswork   
2459631.917441    108.42  1.6  HIRES  Thiswork   
2459680.012339    149.53  1.51 HIRES  Thiswork   
2459681.141161    110.34  1.54 HIRES  Thiswork   
2459789.757976    135.23  1.36 HIRES  Thiswork   
2460045.09137    -261.55  1.51 HIRES  Thiswork   
2460062.798603   -225.12  1.46 HIRES  Thiswork   
2460094.767687   -135.27  1.45 HIRES  Thiswork   
2460119.842556    -26.81  1.36 HIRES  Thiswork   
2460170.746718    130.62  1.4  HIRES  Thiswork   
2460171.75571     117.29  1.38 HIRES  Thiswork   
2460179.737348   -280.76  1.58 HIRES  Thiswork   
2460189.727251    144.82  1.59 HIRES  Thiswork   
2460275.153163    171.66  1.69 HIRES  Thiswork   
2460284.138191   -273.15  1.35 HIRES  Thiswork   
2460294.165011    161.0   1.38 HIRES  Thiswork   
2460311.148027    107.53  0.98 HIRES  Thiswork   
2460420.969524     59.91  1.38 HIRES  Thiswork   
2460484.831592    119.4   1.35 HIRES  Thiswork   
2460487.7702      -37.88  1.3  HIRES  Thiswork   
2460043.805713     42.93  0.96 KPF    Thiswork   
2460043.80849      43.79  0.97 KPF    Thiswork   
2460043.811272     47.59  1.05 KPF    Thiswork   
2460043.814051     44.52  1.26 KPF    Thiswork   
2460043.816828     44.27  1.11 KPF    Thiswork   
2460043.819608     40.2   0.94 KPF    Thiswork   
2460043.822391     41.19  0.8  KPF    Thiswork   
2460043.825168     40.38  0.95 KPF    Thiswork   
2460043.827948     39.96  0.97 KPF    Thiswork   
2460043.830727     37.03  0.98 KPF    Thiswork   
2460043.833509     35.01  1.2  KPF    Thiswork   
2460043.836289     40.88  0.86 KPF    Thiswork   
2460043.83907      41.08  0.85 KPF    Thiswork   
2460043.841852     39.25  1.28 KPF    Thiswork   
2460043.844632     43.21  1.1  KPF    Thiswork   
2460043.847413     45.76  0.67 KPF    Thiswork   
2460043.850192     41.4   1.05 KPF    Thiswork   
2460043.852974     41.77  1.03 KPF    Thiswork   
2460043.855755     43.31  1.16 KPF    Thiswork   
2460043.8621       39.2   1.31 KPF    Thiswork   
2460043.864879     40.92  1.21 KPF    Thiswork   
2460043.867659     41.37  1.12 KPF    Thiswork   
2460043.87044      40.28  1.25 KPF    Thiswork   
2460043.873218     33.41  0.93 KPF    Thiswork   
2460043.875997     37.6   1.73 KPF    Thiswork   
2460043.878775     38.57  2.67 KPF    Thiswork   
2460043.881555     41.07  3.34 KPF    Thiswork   
2460043.884334     38.19  1.12 KPF    Thiswork   
2460043.887112     33.14  0.94 KPF    Thiswork   
2460043.88989      35.02  1.88 KPF    Thiswork   
2460043.892669     30.45  1.68 KPF    Thiswork   
2460043.898227     32.1   0.98 KPF    Thiswork   
2460043.901007     25.15  1.62 KPF    Thiswork   
2460043.903788     27.5   1.37 KPF    Thiswork   
2460043.906568     27.22  1.81 KPF    Thiswork   
2460043.909349     29.83  2.24 KPF    Thiswork   
2460043.986621    -17.93  1.25 KPF    Thiswork   
2460043.9894      -22.72  1.66 KPF    Thiswork   
2460043.992178    -24.37  1.68 KPF    Thiswork   
2460043.994959    -22.21  2.12 KPF    Thiswork   
2460043.997738    -23.23  1.56 KPF    Thiswork   
2460044.000517    -24.39  1.5  KPF    Thiswork   
2460044.003297    -26.81  1.23 KPF    Thiswork   
2460044.006078    -28.26  1.33 KPF    Thiswork   
2460044.008859    -26.28  1.0  KPF    Thiswork   
2460044.011639    -29.95  0.7  KPF    Thiswork   
2460044.014415    -32.34  0.82 KPF    Thiswork   
2460044.017194    -33.02  0.88 KPF    Thiswork   
2460044.019973    -30.71  1.31 KPF    Thiswork   
2460044.022754    -35.12  1.22 KPF    Thiswork   
2460044.025535    -35.19  1.49 KPF    Thiswork   
2460044.028316    -34.84  1.73 KPF    Thiswork   
2460044.031095    -40.45  1.37 KPF    Thiswork   
2460044.033873    -38.94  1.52 KPF    Thiswork   
2460044.036654    -37.63  1.58 KPF    Thiswork   
2460044.039435    -38.0   1.06 KPF    Thiswork   
2460044.043666    -43.84  1.36 KPF    Thiswork   
2460044.046446    -44.07  0.81 KPF    Thiswork   
2460044.049226    -41.49  1.09 KPF    Thiswork   
2460044.052006    -41.27  1.35 KPF    Thiswork   
2460044.054784    -42.56  1.43 KPF    Thiswork   
2460044.057562    -45.7   1.36 KPF    Thiswork   
2460044.060342    -43.69  1.29 KPF    Thiswork   
2460044.063123    -36.58  1.02 KPF    Thiswork   
2460044.065906    -34.41  0.81 KPF    Thiswork   
2460044.068687    -40.53  0.97 KPF    Thiswork   
2460044.071468    -43.49  1.07 KPF    Thiswork   
2460044.074244    -38.6   1.01 KPF    Thiswork   
2460044.077021    -41.11  0.9  KPF    Thiswork   
2460044.079798    -44.26  1.0  KPF    Thiswork   
2460044.082576    -48.73  0.96 KPF    Thiswork   
2460044.085356    -44.9   0.91 KPF    Thiswork   
2460044.088137    -44.73  1.22 KPF    Thiswork   
2460044.090914    -47.26  1.31 KPF    Thiswork   
2460044.093693    -51.69  1.07 KPF    Thiswork   
2460044.096472    -48.24  1.25 KPF    Thiswork   
