Target,ra[rad],dec[rad],ra[h:m:s],dec[d:m:s],ObservationTimeAtGaia[UTC],CcdRow[1-7],zetaFieldAngle[rad],scanAngle[rad],Fov[FovP=preceding/FovF=following],parallaxFactorAlongScan,parallaxFactorAcrossScan,ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2014-10-22T15:03:36.060,7,-0.0042657892453056,-1.46050869600681,FoVF,0.371432889527718,0.709087717261766,2456953.13201326
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2014-10-22T19:17:16.107,2,0.00280044650823987,-1.44969921713935,FoVP,0.366182106033696,0.713337157191811,2456953.30816041
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2014-10-22T21:03:50.249,1,0.00575291442697535,-1.44514700761656,FoVF,0.363958146268568,0.715115295941433,2456953.38216214
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2014-11-12T19:21:48.839,1,0.00382294831535477,-0.00536656301578255,FoVP,-0.61349082265301,0.708661000558243,2456974.30982573
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2014-11-12T21:08:23.027,5,-0.000318213503892721,-0.00177031563475741,FoVF,-0.615714018985162,0.707200463407793,2456974.38382669
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2014-12-14T02:45:20.432,6,-0.00201670220696408,-1.1966828736337,FoVF,0.694584628676483,0.703253140561017,2457005.61518867
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-01-22T13:47:34.943,1,0.00602680610278399,0.47779238762629,FoVF,-0.331846891737664,0.698989313709673,2457045.0721148
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-01-22T18:01:15.095,3,0.000468481581832851,0.465817259573149,FoVP,-0.32095009634625,0.702484841983947,2457045.24826365
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-01-22T19:47:49.293,6,-0.00178575280867302,0.460749646618151,FoVF,-0.316337640888296,0.703915080481708,2457045.32226625
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-01-23T00:01:29.129,7,-0.00695720238910128,0.448603361783975,FoVP,-0.305278294267402,0.707224703624958,2457045.49841148
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-01-29T12:06:40.521,4,-0.00165100983527332,-0.0264795299340784,FoVP,0.125258032881437,0.705604149638431,2457052.00166147
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-01-29T13:53:14.720,4,0.000442164898297745,-0.0316067904511893,FoVF,0.129695797094167,0.704177351319124,2457052.07566466
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-05-06T16:37:39.182,1,0.00613289067255474,3.06334406361567,FoVF,-0.588870688139011,0.71900842337313,2457149.19143241
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-05-06T20:51:19.206,7,-0.00542297825627472,3.0584106870996,FoVP,-0.584624064621527,0.723816989490136,2457149.36760312
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-05-30T10:32:51.098,7,-0.003279243667313,1.820003233169,FoVF,0.719061620709638,0.722637805042062,2457172.93999267
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-06-30T10:15:14.853,1,0.00632509010696659,-2.68550693902559,FoVF,-0.631675165099717,0.728492649290079,2457203.93030492
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-06-30T14:28:54.848,6,-0.00415370661583785,-2.6789282622232,FoVP,-0.634621804164189,0.724791578433917,2457204.10647574
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-11-02T02:26:55.712,7,-0.00553211418872643,-1.47191326355423,FoVP,0.516652893135779,0.708302816501721,2457328.60588761
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-11-02T04:13:29.968,6,-0.00163192260732645,-1.46809885971601,FoVF,0.514862383639209,0.71020378457618,2457328.67988996
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-11-27T20:21:18.524,4,-0.00111507264567964,0.203384459367784,FoVP,-0.693219554992982,0.706801430063748,2457354.34994158
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-12-24T14:06:16.380,5,-0.00244524982377544,-1.0664639575011,FoVP,0.653477562401537,0.705882044014572,2457381.08722151
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2015-12-24T15:52:50.591,3,0.00299805380475512,-1.06756505120918,FoVF,0.654578204516248,0.704467044263578,2457381.1612225
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2016-05-16T11:44:00.525,4,0.000577070769294506,-3.05653139750773,FoVF,-0.664550890950398,0.721052542878906,2457524.9883387
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2016-06-13T15:44:33.827,2,0.00242011840713872,1.95626504581297,FoVP,0.712095924561826,0.723097370919532,2457553.1577232
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2016-07-10T21:39:26.684,3,0.00052082290994775,-2.64997661050601,FoVP,-0.529545793925036,0.724826027662302,2457580.40627192
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2016-11-11T23:23:35.094,6,-0.00281768662363496,-1.43810105366803,FoVF,0.617922528594308,0.7091272282406,2457704.47777192
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2016-12-11T03:18:43.165,3,0.000527281570198616,0.341497415485559,FoVP,-0.703396999237118,0.706796921945207,2457733.63860802
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-04-08T21:05:07.012,1,0.00546821699277014,2.18181951605423,FoVF,-0.127302649251057,0.706857230975424,2457852.37550867
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-04-09T01:18:47.160,3,0.000847100844166677,2.16993628007605,FoVP,-0.116917406325421,0.710152417175854,2457852.55167617
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-04-09T03:05:21.368,5,-0.00103212608523111,2.16492060088549,FoVF,-0.112520274027443,0.711493580422403,2457852.62568673
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-04-09T07:19:01.255,6,-0.00535500678406683,2.1529278218346,FoVP,-0.101974071519667,0.714580948011457,2457852.80185127
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-04-15T07:23:57.562,7,-0.00628751530395543,1.72772552308056,FoVP,0.288024758082494,0.716496858852558,2457858.80558974
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-04-15T09:10:31.680,7,-0.00440657233774865,1.72273066421429,FoVF,0.29264233373475,0.715286454944286,2457858.87959979
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-04-15T13:24:11.614,3,0.000252489957566672,1.71091277577558,FoVP,0.303564501277606,0.712308616049954,2457859.05576614
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-04-15T15:10:45.845,3,0.00228584423448272,1.70597877022102,FoVF,0.308123483722024,0.711017893609284,2457859.12977753
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-05-27T12:27:54.238,2,0.00282182418124499,-2.92512594851036,FoVP,-0.709942267111643,0.719918348835829,2457901.01970678
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-05-27T14:14:28.448,6,-0.00240954292941747,-2.92523687595467,FoVF,-0.709485114105544,0.720566269775555,2457901.09371998
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-06-29T06:06:58.979,7,-0.00630678267099218,2.15008515575412,FoVP,0.6391439823082,0.720312506796518,2457933.75786423
WASP-8,6.28144515480925,-0.611412707349261,23:59:36.071,-35:01:52.924,2017-06-29T07:53:33.237,6,-0.00226980801095289,2.15336022608678,FoVF,0.637068111498216,0.721675268879594,2457933.83187754
