BJD RV eRV CRX dLW Halpha NaD1 NaD2 FWHM_DRS CONTRAST_DRS BIS
2454744.6042 -32.195 1.44307096771 -10.1217452586626 -4.07803576985 0.443265022836247 0.26727119453879 0.360227852375851 7.25841956879 54.1675315422 -0.0149493268379
2454744.60823 -31.614 1.51845394906 9.41475600733836 -4.03962709231 0.44766796747223 0.263954759642262 0.36424866036198 7.25832987877 54.1039287205 -0.021470744925
2454744.61207 -31.106 1.45272173888 18.0307155610229 -6.12815459514 0.444391353283147 0.264134812852458 0.363045059232414 7.25740146286 54.1663641412 -0.00927400211331
2454744.61584 -29.724 1.43018994505 1.42374587001346 -3.64037702865 0.445520148792709 0.263185865765442 0.3658620975913 7.25678284239 54.1553911379 -0.00442565635407
2454744.61968 -30.953 1.45756116309 -8.43311197650321 -6.4111786721 0.443636927458694 0.264154636641234 0.365199198253538 7.25403576453 54.178147386 -0.0124803190593
2454744.62351 -30.105 1.40106462584 -6.94253854717842 -6.97726882996 0.444854324511471 0.265897551679066 0.365415219888498 7.25486164654 54.2252268064 -0.0141800754418
2454744.62735 -28.689 1.44003229254 9.28895689988519 -4.97420116586 0.444694459333796 0.265692461665179 0.363206025224081 7.25486036118 54.1843210568 -0.0144592324929
2454744.63113 -30.1 1.46039236027 -17.340834040252 -4.89336721587 0.445834613823281 0.264186833873759 0.364647548205019 7.2529889427 54.1877687412 -0.0119124388375
2454744.63504 -30.231 1.46033997728 0.0755072211288876 -5.99461565669 0.445274427221209 0.264691994149424 0.36716621949368 7.25094383862 54.1807553025 -0.0179465849871
2454744.63888 -29.008 1.33692758362 10.1354896792045 -10.3435939149 0.446473440083253 0.270947580779772 0.363629064739731 7.24515727039 54.2498120045 -0.0174742092274
2454744.64266 -32.93 1.33656508967 7.60133851268063 -9.02242497244 0.442595920169763 0.263699762632024 0.364279288953794 7.24141317453 54.2887049017 -0.0172495665318
2454744.64653 -32.349 1.52343684914 1.89213590220132 -10.0092037863 0.445405041925705 0.26613199225501 0.368273311203518 7.24005779812 54.2277293492 -0.0194869706903
2454744.65048 -31.015 1.3965406553 -16.4705344695027 -9.96272470342 0.445909572216461 0.265419077175276 0.362372005228064 7.24879093184 54.2651771967 -0.00995522905591
2454744.65421 -31.5 1.31576949363 3.29656899133738 -9.0205773923 0.445316556164584 0.261751675101693 0.361793772032245 7.24768361816 54.2910734508 -0.00760714147626
2454744.65805 -33.426 1.37167430727 1.08069973503896 -5.62016083213 0.445187279481336 0.26604122793857 0.358140263492222 7.25012759487 54.2653477344 -0.0151537522303
2454744.66193 -32.036 1.26897203328 24.6632034335528 -13.3447893248 0.445391177991155 0.265425394573944 0.364153588358842 7.2416042649 54.2806054805 -0.00855712635757
2454744.66576 -35.578 1.34223225162 3.60659607808898 -11.068343705 0.448655477737652 0.26166548760797 0.363577653432614 7.23380912856 54.2963804394 -0.0129034420685
2454744.66956 -34.947 1.25214243494 8.2993406990749 -11.094769572 0.446368775961676 0.26500563083186 0.362544622182122 7.23326253975 54.3373585521 -0.00444010164078
2454744.6734 -37.077 1.2511198295 8.8083541367134 -12.9359789483 0.442008258553066 0.265190158153193 0.368378139542355 7.24664558398 54.3049346922 -0.0145318079934
2454744.67731 -40.344 1.32569403975 6.28427780738371 -12.6578304008 0.444867242677479 0.266360482382231 0.36437513884367 7.24535331445 54.3101966182 -0.00780152881382
2454744.68118 -44.903 1.48080209288 9.87316362266463 -10.5579518978 0.446334264914677 0.263113422635021 0.363436675175641 7.24012196939 54.2203865985 -0.00202103859533
2454744.68495 -46.335 1.49095402377 -20.7683482095899 -6.46688163343 0.44417313425237 0.262734196279115 0.36297914945283 7.24637468769 54.1676477124 -0.00801935965949
2454744.68877 -48.864 1.51807630439 -5.30725359447268 -12.814106456 0.446143175237591 0.266578112214129 0.368555512395146 7.25178730444 54.1460311313 -0.0134028619323
2454744.69258 -49.432 1.50772801295 8.45219091955077 -6.14436002346 0.443706220227285 0.267194348376271 0.360701135969673 7.25881916587 54.1440421537 -0.0105595139685
2454744.69655 -52.472 1.49431537987 15.0707413819833 -4.24794022567 0.445020817437852 0.263342743511907 0.365208547912192 7.24907334997 54.1046859888 -0.0130706932749
2454744.70026 -51.108 1.39284086198 8.12193930596399 -7.45649672662 0.446902947925018 0.26623969002239 0.366273341581539 7.24662181877 54.2259205822 -0.0109936892434
2454744.70414 -51.24 1.43798704029 2.28292940293383 -7.58056137037 0.445655062967239 0.266317550538411 0.364592073734691 7.24965050014 54.1456755616 -0.0203308671998
2454744.70787 -52.556 1.54826623321 0.413585671039711 -8.26740339312 0.445728032522907 0.264392458404184 0.364419092107645 7.25523509695 54.1256937739 -0.017210285577
2454744.71185 -51.635 1.72742724881 1.87472774941057 -3.09081583749 0.449832705863558 0.264590712567003 0.364534801340973 7.2607425343 54.0484045814 -0.00816015235757
2454744.71562 -54.779 1.77097257196 -23.2416561002527 -3.12214426351 0.446762069866876 0.265561364054209 0.36054721218109 7.25544481633 54.0584843423 -0.00633749194439
2454744.71961 -53.992 1.86044946837 -10.6991621769038 -3.0881285829 0.450127790628601 0.266063651548914 0.363670041622076 7.25378676622 54.0994761784 -0.00960759719238
2454744.72341 -52.892 1.50251415553 20.1161715944212 -5.15868213962 0.445015353422172 0.265639115784918 0.355789251490643 7.25826230635 54.1344526357 -0.0166476436647
2454744.72724 -55.277 1.45146638662 -13.6119004105533 -5.49334152085 0.444368746917846 0.265984027832538 0.356569412936246 7.25324517055 54.169999776 -0.0134126968315
2454744.73104 -54.814 1.41164058494 -7.89709748885 -4.53139634034 0.445284212467406 0.267608864586012 0.360105906685236 7.25117996701 54.2078241705 -0.0154523153067
2454744.73489 -55.446 1.43276098737 9.11454519776454 -4.62555655692 0.445264999828006 0.26438864622987 0.357822566570645 7.25638451287 54.191505355 -0.00966615291136
2454744.73868 -56.185 1.39945487701 15.4578618666991 -7.57353393605 0.445694086638373 0.264367163637446 0.355882117986487 7.24770965987 54.1768278095 -0.00494783556043
2454744.74247 -55.408 1.4912523142 -26.4163629169158 -5.74260643498 0.448356520259204 0.268080068390487 0.358044277480063 7.25130628406 54.1455154565 -0.010969360004
2454744.74638 -56.339 1.52016461027 -6.0416653331841 -3.33499627624 0.444115742821144 0.261157660538041 0.355374957004107 7.25611451839 54.1597608037 -0.0118585777999
2454744.75025 -56.681 1.62826628137 -19.7350124527171 -2.82759167533 0.445519309871255 0.266291820944926 0.363104397077174 7.26013388818 54.1305077189 -0.00970662677741
2454744.75406 -58.617 1.53224733318 -3.93670398796042 -5.12012038324 0.445412110232281 0.26822703357771 0.355798372679628 7.25351278215 54.1734756122 -0.0112806620165
2454744.75783 -59.706 1.49538037798 17.5376921597284 -0.545619659284 0.446982008090626 0.260915806007137 0.349025961061373 7.25775684227 54.1321505466 -0.0159233521104
2454744.76174 -59.156 1.59424361364 -22.4293199917092 -6.11511061568 0.44386672943201 0.260364204265518 0.350732552491412 7.26274307236 54.0616642359 -0.0113288132429
2454744.76558 -61.517 1.46738872214 -12.0951950726781 -6.78164833625 0.440724596513531 0.263955490194555 0.354468822905143 7.25829182865 54.1460860661 -0.0126686164565
2454744.83112 -64.989 1.67221800589 -9.29961706716217 6.27214704735 0.445039421569082 0.273345079486217 0.357783051690615 7.27119265779 53.9398616451 -0.0203709550889
2454745.61672 -136.431 0.763534137245 -6.08785667741867 -2.99903682976 0.444708880177728 0.264609532349928 0.355418126074753 7.24981286543 54.2961940839 -0.0186054151461
2454745.76407 -148.81 0.840404887304 13.9908640806437 -2.61946048112 0.444990157717458 0.269948733845233 0.36509455337795 7.2524763434 54.271728922 -0.0184856801739
2454746.66149 -221.762 0.692085185055 1.23811847641851 -5.32956797054 0.445154983297206 0.262663644257245 0.361761565076079 7.24162756041 54.3727311213 -0.0147101736498
2454792.58001 63.032 0.869890801912 -13.2462156027402 -1.1586944471 0.441875401069691 0.26372962793708 0.361037943421263 7.2615790194 54.2356560875 -0.0107080682416
2454806.5668 151.591 0.882210569783 -0.472119551914147 -9.28147104338 0.441410435050312 0.262221860269488 0.362464242581134 7.23870490064 54.4587279941 -0.0150318520692
2455832.84989 -77.752 0.783561431143 -2.60696153161109 12.2775221235 0.447188076723856 0.268289710903117 0.353682366988191 7.30969073159 53.7313886476 -0.0134032667162
2456078.88216 221.819 1.17457750539 -11.3747819987055 9.31181972136 0.448071162406762 0.265689177651075 0.358595714487968 7.27941024015 53.8161060412 -0.0201691656274
2456079.88242 379.652 1.00209429458 -18.6846305383013 7.10493620012 0.452856415567653 0.260121200984085 0.359425404560189 7.27640701269 53.9693379583 -0.0234763186994
2456108.91065 -9.448 1.44267614627 9.6536182710274 4.63235075577 0.451123303583109 0.269175641521045 0.36044976391948 7.2389357043 54.2856805488 -0.0249116045081
2456109.90277 -63.412 1.1965234776 8.95537539880825 8.60350901391 0.443410905431309 0.265041927599663 0.357111584510858 7.25679642267 54.2790836723 -0.0210154475021
2456151.78689 37.517 1.34081319688 22.1703829773448 10.2146684877 0.444682881696415 0.264390561146904 0.362090760372046 7.25904789299 53.9247536799 -0.0199312673103
2456152.78504 324 1.4755183935 -3.32723845047093 6.02778130856 0.446071777979917 0.268328362565426 0.356305652409538 7.2588677564 53.9421760652 -0.0284064530095
2456159.76054 -13.138 2.01589143597 11.3154924469189 -2.90316910328 0.446782956384147 0.265089914287259 0.357893176029755 7.26372033838 54.0064701331 -0.0165532420603
2456160.8297 302.216 1.93501797838 8.22625595141551 -2.60529814255 0.452263870650144 0.27050714163529 0.363294488455684 7.23752765322 54.332535377 -0.0256460569634
2456192.73932 84.925 1.47917905929 -3.13471566753736 7.64367293284 0.445461133642402 0.26707469970441 0.368812790060141 7.22530994072 54.4037856066 -0.019191313072
2456193.72105 339.682 1.70147985611 3.45260130287559 183.674222316 0.466645622761329 0.37679454622733 0.471089277228303 7.18890712072 48.708602895 -0.0110196774991
2456194.70949 329.72 1.18979357993 -2.76698739065318 5.45266008889 0.445299101847789 0.263923241468606 0.364320012512009 7.22519706288 54.4627535405 -0.0180978472628
2456195.75464 238.262 1.19812823746 7.59741707460998 5.22964967674 0.446955794062415 0.274851606124571 0.35719399047557 7.2279200075 54.4068068162 -0.0174291733579
2456215.78724 -65.99 1.91021799799 -10.9037491719 6.28605542082 0.440643736013839 0.262793956419036 0.368060334776955 7.28623030744 53.7313360779 -0.0276637724728
2456239.61036 -33.022 1.4182479199 -9.64749303607567 18.8829707133 0.44811631240989 0.263707835642928 0.364817346424112 7.28312389229 54.0335464238 -0.00383354704852
2456256.59105 -75.347 1.06950092739 -30.988293928539 12.9975683294 0.442218210325793 0.271832109149574 0.363295276948574 7.28185027128 53.900401814 -0.0101119117675
2456257.55664 -35.739 1.10272223175 -10.020065337899 11.0423252756 0.443715284465614 0.270362255893781 0.361529725568732 7.27394956599 53.9907258802 -0.013858372201
2456284.54211 327.698 1.04340327947 -3.67161262046261 0.645699182859 0.442747212802432 0.263506811330644 0.362864547849975 7.28761342113 53.9465311238 -0.00951287799464
2456609.55775 251.307 1.44535677729 -6.08162940454102 11.5752821466 0.439675499328799 0.266265796763855 0.364031151066344 7.31937266567 53.8833368749 -0.016786664507
