HJD mag emag
1931.52662 7.12442686366648 0.0285329446588116
2014.92383 7.08368265104694 0.0264074365711484
2173.64277 7.15386452347737 0.0193534693982452
2174.64113 7.06386208462113 0.0235469552710476
2175.63485 7.16692648430008 0.0218848440736981
2177.61092 7.0677457635268 0.0264239313839677
2178.62242 7.0929526353636 0.0197329632454553
2186.65901 7.11103703859586 0.0198715154553658
2188.64157 7.11101139656408 0.0192871400586198
2191.6305 7.17045945339454 0.0200063808067968
2195.57642 7.08489614212903 0.0153757510367719
2196.60275 7.11032111206432 0.0193229293827328
2197.60473 7.10414465813583 0.0207165085422765
2198.57184 7.06811492125733 0.0142949305000303
2198.60812 7.14011275554434 0.0190533221966391
2199.5655 7.08299610208369 0.0149393748870383
2199.59745 7.08343836953293 0.0206286223245276
2201.58623 7.09756952327563 0.0208019834955448
2202.56635 7.03936957474792 0.0226131525666994
2202.60939 7.09310886300713 0.019134668584287
2203.55596 7.10457646067167 0.0173789998241423
2203.58554 7.12126188679245 0.0194608693012996
2204.54386 7.06489141472817 0.0155221253935415
2204.57901 7.1126194990195 0.0208406745662675
2205.54298 7.0734939270558 0.0175671113250657
2206.54568 7.05384128340047 0.0152287065930714
2206.57316 7.09043556853758 0.0180710795898306
2207.54166 7.06022143854319 0.0211374145233245
2207.56972 7.06717980299171 0.025935847125674
2213.5285 7.06125438737248 0.0169620432426525
2214.57351 7.11049103663489 0.020260655867172
2215.52714 7.07817233220834 0.0198193013015413
2215.5801 7.08154869697999 0.021300855391625
2216.57816 7.05275838127679 0.0186133237845694
2217.5228 7.0831500364119 0.018835368497858
2217.57102 7.06222161943953 0.0200081408721754
2219.55944 7.05068270853545 0.0182621728990584
2221.53811 7.06091036776824 0.0198158104560076
2222.55109 7.05161793924065 0.0233767668938045
2222.57467 7.04274044005888 0.0211727064021101
2224.56298 7.06031675649747 0.0201039437738895
2225.54611 7.06467869209505 0.0184956606997294
2226.5362 7.09843487679393 0.020733894829505
2227.5384 7.0560797011689 0.0183327336744928
2228.53276 7.03895986035832 0.0201269084462295
2230.53387 7.04063243262069 0.0201419542696012
2232.54861 7.039552951266 0.0166492567296103
2233.52913 7.05265845360259 0.0205344600835925
2234.5288 7.07229971743275 0.0177559862060545
2234.55957 7.08364396804415 0.0206447797367536
2236.52827 7.10480240773183 0.0236588389413519
2236.53686 7.05763240374606 0.021995667512517
2239.5477 7.03631517756315 0.0233784290251487
2239.55851 7.04797000120426 0.0260260474479439
2241.55595 7.06675737411024 0.0214399508121888
2241.57117 7.07207655043212 0.0214766325289865
2243.5657 7.07218096587667 0.0238546929825852
2243.57874 7.06881071890234 0.0257491225373894
2248.53235 7.04227965722389 0.0214629438580326
2250.5867 7.03916200900323 0.0271058381450349
2252.57596 7.07701411875198 0.0221584671478351
2254.57204 7.05240170272741 0.0221785681867032
2256.56863 7.04615328151986 0.025807879264371
2445.87183 7.0678783862788 0.0190920170225612
2446.90274 7.06951753531682 0.0200322124376852
2465.80335 7.06906590828556 0.0191552323323221
2466.79701 7.05851095036069 0.0212531208856946
2467.80081 7.07308628580128 0.0191365311957619
2471.84906 7.06695033499046 0.0224279872736215
2473.77318 7.03905495899805 0.0225998204825171
2482.70581 7.05649944438596 0.0244644415929703
2487.73389 7.04713988660855 0.0255283084249836
2489.73109 7.05825554717624 0.0220842371006429
2492.81366 7.06419285530348 0.0263322989957191
2493.76724 7.07466041655443 0.027708954554216
2495.80382 7.0615105792562 0.0257799014792422
2498.72821 7.07798756848162 0.0212618480253249
2499.72794 7.05720488707386 0.0210789119070465
2501.73226 7.06381259167235 0.0458050737398958
2519.7826 7.07434388475572 0.0203622642976161
2521.77541 7.0790665119377 0.0214574848749035
2523.73033 7.06105483767828 0.022966763942332
2526.66501 7.05095243674821 0.0239950688412218
2544.82403 7.08846246245021 0.0196250790701079
2548.64923 7.06696323757498 0.0226849351652716
2553.57071 7.07248795134408 0.026884415665088
2554.66629 7.06438331704752 0.0242396139208969
2558.6466 7.08161071095564 0.0186322977306638
2559.64012 7.05835242002732 0.0208269985031594
2560.64335 7.0753471120125 0.0223711170635158
2561.6279 7.15863089966638 0.0232448426351029
2562.63347 7.16066104679263 0.0195232288213546
2563.65204 7.14901232950483 0.0244237423058288
2564.6535 7.13240869020512 0.0232199020645376
2565.67629 7.07281913793039 0.0205179468850518
2566.68883 7.07150635907188 0.0217013093595051
2578.58042 7.07833005123727 0.0235238805698005
2579.58438 7.06819557415174 0.029814175059725
2622.57446 7.12665380302393 0.0208536584062774
2627.62769 7.16448914485965 0.0249382754843595
2628.53872 7.09332920585947 0.0186221442492631
2634.56632 7.14783349228875 0.0205303885356396
2636.59308 7.16893678848853 0.0214686351297921
2638.58129 7.06972247427249 0.0147696864032055
