MJD RV eRV bis fwhm rhk halpha nad1 nad2 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
52940.578957 -18.0310542756292 0.480686487959917 15.11649 5.922194668 0.28531220365569 0.741700573871812 1.23575219589555 0.983530558313322 -1.975660290207 -1.5970906619651 2.3739401091042 -0.534159177060898 -3.3224862944313 0.7926468588661 -2.0765668937501 -0.921245390046 -0.424212206547402 -1.4067378767831 1.6114630062696 -3.7164170748119 1.9067990555894 -4.0317656171553 2.584590976029
53339.611856 -20.972175980219 0.310354707732269 15.748449 5.904913742 0.252216036159909 0.748065198158778 1.24095614666358 0.989306791651458 -3.5179979278994 2.7611753552771 -2.1122300254728 -2.3073686349098 -1.4938956918363 3.179201074717 0.737442722996303 -4.9176887221464 1.0892610666284 -3.166385630377 0.0927324373665002 -1.6165672110845 3.1090148968729 1.4009426976745 -0.455355929602202
53699.560739 -19.0970501195176 0.471078087072382 12.68495 5.901150142 0.244758990196432 0.753675758668441 1.23866596225786 0.990102359383219 -0.421682333465203 1.7176127481893 0.490884412893198 -0.408499917458798 -0.1794754329736 3.0153867252744 -2.7180688420604 5.637592351431 -0.4460839664752 -0.3046378366626 -0.970880028054999 1.1517608954181 3.6989947358442 -6.5445469726008 6.4922335406234
53699.564142 -17.7273354303973 0.508240682656324 12.742898 5.899713975 0.241947689910497 0.752114610385764 1.23807940457391 0.991110850663103 -0.4038762436087 -1.3672015870404 -2.5226800410888 2.1798486339174 -3.7751482998783 1.2547643428887 -2.2326338132876 0.635054583263301 -1.20432207103 0.721684677568103 0.193161262128299 -1.9456739021099 1.2093956273289 -4.8095395210692 5.9554611503875
53699.567695 -18.3214085274204 0.485158701265027 15.668281 5.899315112 0.244929770482247 0.754426329879605 1.23860832164907 0.98876384517549 -3.5946058677808 1.4351995583469 2.8651987154885 -2.6160571239218 -2.589113523249 2.6302996418375 -0.170499022446599 9.8996231656163 -4.0905499657919 -0.5269814737782 -3.0801855478386 0.820059630641499 2.6887771539655 -2.8494936493482 3.7942733968317
54055.609447 -16.7427963497904 0.380868481030713 14.058885 5.897293485 0.230785595622531 0.749238292254002 1.24191704654944 0.987068012089533 -0.513008714241401 1.4403003514653 1.7151643804081 0.587728597511502 -2.5661854337614 2.9411198462375 -0.836739860119199 0.393697620591499 1.367533104078 -0.1223260282562 -0.716302874332399 -1.2885161012953 3.2098243295524 -1.7428700088233 1.0075106710454
54083.578169 -14.9098686612437 0.402708003956433 13.570086 5.906265378 0.244849065222853 0.74742282768274 1.2411362842199 0.989803280033 -3.1591831547869 3.5885016498696 -4.2558982378916 -1.0671178928937 -2.3258585037412 5.192513433355 -1.3169654541979 -3.6356469519571 0.749055494625701 -2.4940275542387 0.2118473861086 -2.3405117166933 4.7034297942889 0.5142757632754 -0.3234408072456
54293.824011 -18.3542591803058 0.269214805640903 12.900099 5.902161579 0.221725105241486 0.750499191078414 1.24465294870818 0.992860968235989 -2.3870606915818 0.921447357390701 -2.4543655605435 -0.994389131029799 -1.5806274212392 1.934592036462 -0.735184284280802 -0.692171486408499 -2.0419797427223 -1.0301511675824 0.561245862828297 -1.9771629293438 2.8308654546517 -2.4055420369549 1.9492585096468
54295.868344 -17.0453477079956 0.324592391639957 14.629142 5.896018517 0.219224789453987 0.751804470144347 1.24404663523714 0.994765505697279 0.479648148202799 2.0362615785079 -0.817848301871699 0.814383483580102 -0.304852940097401 3.3785163863571 -3.0703820227106 -2.4333564238988 -1.1035993378306 1.3682863382848 -0.792142887082999 0.866722139418599 3.3864445920095 -3.8386572427054 1.7586075455837
54298.87818 -15.7347608196963 0.402230018019007 14.029094 5.903069044 0.220239375643008 0.74875228270259 1.24205969511056 0.994814828452689 -1.2841275967463 1.5864043768088 -2.0987024273677 -0.372716725796799 -0.924255073953601 2.3200824219402 -0.763435078449101 -5.22665552408432 -2.9186294990842 0.2107425277738 1.7479836459552 -2.8583293581271 3.3959880963727 -2.606699953008 4.3495087350917
