Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2014-09-07T08:37:11.597,1,0.0035357387440540853,-2.6017188542881264,FoVP,-0.6329821110449357,0.723279227062611,2456907.8621229297
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2014-09-07T10:23:45.798,5,-0.001222699018470111,-2.599409873379911,FoVF,-0.6341925993629113,0.7216269685034747,2456907.9361367035
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2015-01-01T12:47:47.017,6,-0.00433687966226287,-0.646724563505334,FoVP,0.18511869317716043,0.6968082916954753,2457024.038115509
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2015-01-01T14:34:21.280,6,-0.0018540457269648437,-0.6417535107157863,FoVF,0.18214228262893356,0.6984913712976146,2457024.1121178246
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2015-01-01T18:48:01.256,1,0.003985625967352012,-0.6298864099738277,FoVP,0.1749876657435522,0.7024488777217264,2457024.2882621884
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2015-01-01T20:34:35.376,1,0.0064090415021886785,-0.6248861808048617,FoVF,0.17195229839013207,0.7040906561293908,2457024.3622628343
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2015-01-14T08:41:59.374,3,0.003395433986814703,0.27463777331899114,FoVF,-0.48569115496918996,0.7020913078190673,2457036.8664058326
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2015-01-14T12:55:39.406,6,-0.004101015971088498,0.2855249992638372,FoVP,-0.4937432366895717,0.6983521031895107,2457037.0425484474
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2015-02-18T00:23:43.879,5,-0.0033539641043107645,-1.0071533925071123,FoVP,0.6991213913733411,0.7045725355878656,2457071.517066302
TOI-2537,0.9492540368978061,0.1755408043610916,03:37:33.180,+10:03:27.890,2015-02-18T02:10:18.088,3,0.0021403775754354703,-1.0074354086980457,FoVF,0.6994058994088227,0.7041752697750856,2457071.5910659456
