BJD RV eRV
2453633.96726 0 5.7
2453636.91593 25.5 4.9
2453691.91356 19.6 5.8
2453746.78728 -6.6 5.7
2453809.64793 92.2 5.5
2453984.94973 43.1 5.1
2454020.90382 137.7 6.4
