TBJD PDCSAP ePDCSAP
1.468277396211932682e+03 1.264867125000000000e+06 1.233834304809570312e+02
1.468278785108863758e+03 1.264786000000000000e+06 1.233617172241210938e+02
1.468280174005794606e+03 1.265370750000000000e+06 1.233713455200195312e+02
1.468281562902725454e+03 1.265522875000000000e+06 1.233859481811523438e+02
1.468282951799656530e+03 1.265484875000000000e+06 1.233551101684570312e+02
1.468284340696587151e+03 1.264829000000000000e+06 1.233479919433593750e+02
1.468285729593518681e+03 1.265271250000000000e+06 1.233808746337890625e+02
1.468287118490450212e+03 1.264642000000000000e+06 1.233293533325195312e+02
1.468288507387379923e+03 1.264883750000000000e+06 1.233635177612304688e+02
1.468289896284310771e+03 1.264039750000000000e+06 1.233177490234375000e+02
1.468291285181242074e+03 1.264867875000000000e+06 1.233628158569335938e+02
1.468292674078172695e+03 1.265777750000000000e+06 1.234266586303710938e+02
1.468294062975103543e+03 1.265992625000000000e+06 1.233585128784179688e+02
1.468295451872034846e+03 1.264224000000000000e+06 1.233292617797851562e+02
1.468296840768966376e+03 1.265118750000000000e+06 1.233566818237304688e+02
1.468298229665431336e+03 1.264536750000000000e+06 1.233431854248046875e+02
1.468299618562361957e+03 1.266087250000000000e+06 1.234895477294921875e+02
1.468301007459293487e+03 1.265340750000000000e+06 1.233870391845703125e+02
1.468302396356224108e+03 1.265034750000000000e+06 1.233481063842773438e+02
1.468303785253154729e+03 1.265040625000000000e+06 1.233650970458984375e+02
1.468305174150086259e+03 1.264719875000000000e+06 1.233333511352539062e+02
1.468306563047016880e+03 1.264907125000000000e+06 1.233486328125000000e+02
1.468307951943482522e+03 1.265380375000000000e+06 1.234335861206054688e+02
1.468309340840413824e+03 1.265017250000000000e+06 1.232863616943359375e+02
1.468310729737343991e+03 1.265018375000000000e+06 1.233951568603515625e+02
1.468312118634275294e+03 1.265033625000000000e+06 1.233889007568359375e+02
1.468313507530740935e+03 1.265155250000000000e+06 1.233790054321289062e+02
1.468314896427671101e+03 1.264974500000000000e+06 1.233701858520507812e+02
1.468316285324602177e+03 1.264499125000000000e+06 1.232955474853515625e+02
1.468317674221533707e+03 1.264766000000000000e+06 1.233404159545898438e+02
1.468319063117998667e+03 1.265084000000000000e+06 1.233981857299804688e+02
1.468320452014929288e+03 1.265202750000000000e+06 1.233794479370117188e+02
1.468321840911860136e+03 1.264485250000000000e+06 1.233312530517578125e+02
1.468323229808791439e+03 1.264898875000000000e+06 1.233686447143554688e+02
1.468324618705256398e+03 1.265075750000000000e+06 1.233638992309570312e+02
1.468326007602187246e+03 1.264708500000000000e+06 1.233360290527343750e+02
1.468327396499118549e+03 1.264801125000000000e+06 1.233471069335937500e+02
1.468328785395583509e+03 1.265010125000000000e+06 1.233478240966796875e+02
1.468330174292515039e+03 1.264600625000000000e+06 1.233260955810546875e+02
1.468331563188980908e+03 1.264722625000000000e+06 1.233754043579101562e+02
1.468332952085910620e+03 1.264998625000000000e+06 1.233986511230468750e+02
1.468334340982842150e+03 1.264615125000000000e+06 1.233288269042968750e+02
1.468335729879307792e+03 1.264706375000000000e+06 1.233670806884765625e+02
1.468337118776237730e+03 1.264948250000000000e+06 1.233157958984375000e+02
1.468338507672703599e+03 1.264676750000000000e+06 1.233679351806640625e+02
1.468339896569634902e+03 1.264422500000000000e+06 1.233391342163085938e+02
1.468341285466565751e+03 1.264754500000000000e+06 1.233299407958984375e+02
1.468342674363031165e+03 1.265890875000000000e+06 1.234230041503906250e+02
1.468344063259961786e+03 1.264253750000000000e+06 1.233035202026367188e+02
1.468345452156426973e+03 1.265085375000000000e+06 1.233702697753906250e+02
1.468346841053358276e+03 1.265163250000000000e+06 1.233928527832031250e+02
1.468348229949823235e+03 1.264933875000000000e+06 1.233350219726562500e+02
1.468349618846754083e+03 1.264771000000000000e+06 1.233818283081054688e+02
1.468351007743219270e+03 1.264792000000000000e+06 1.233276748657226562e+02
1.468352396640150346e+03 1.266410625000000000e+06 1.234914779663085938e+02
1.468353785536616215e+03 1.264959625000000000e+06 1.233068313598632812e+02
1.468355174433080720e+03 1.265537500000000000e+06 1.233070220947265625e+02
1.468356563330011795e+03 1.264749625000000000e+06 1.233544235229492188e+02
1.468357952226477664e+03 1.265203500000000000e+06 1.233700866699218750e+02
1.468359341123407830e+03 1.265608000000000000e+06 1.234218597412109375e+02
1.468360730019873245e+03 1.264969375000000000e+06 1.232934494018554688e+02
1.468362118916804775e+03 1.265630750000000000e+06 1.234495391845703125e+02
1.468363507813269734e+03 1.265299125000000000e+06 1.233595657348632812e+02
1.468364896709735604e+03 1.265066625000000000e+06 1.233653259277343750e+02
1.468366285606666224e+03 1.265021875000000000e+06 1.233698501586914062e+02
1.468367674503131184e+03 1.264499125000000000e+06 1.233276290893554688e+02
1.468369063399597053e+03 1.264851500000000000e+06 1.233718185424804688e+02
1.468370452296527674e+03 1.264570000000000000e+06 1.233518981933593750e+02
1.468371841192992633e+03 1.265284125000000000e+06 1.233774185180664062e+02
1.468373230089458502e+03 1.264382250000000000e+06 1.233547210693359375e+02
1.468374618986389578e+03 1.264997750000000000e+06 1.233797760009765625e+02
1.468376007882854537e+03 1.264449750000000000e+06 1.233357467651367188e+02
1.468377396779319724e+03 1.265435500000000000e+06 1.233815994262695312e+02
1.468378785675785366e+03 1.264899750000000000e+06 1.233485946655273438e+02
1.468380174572715987e+03 1.264829875000000000e+06 1.233597259521484375e+02
1.468381563469180492e+03 1.265019500000000000e+06 1.233588104248046875e+02
1.468392674641369013e+03 1.264475125000000000e+06 1.233537368774414062e+02
1.468394063538299633e+03 1.264347750000000000e+06 1.233104019165039062e+02
1.468395452434765502e+03 1.264550125000000000e+06 1.233642883300781250e+02
1.468396841331230462e+03 1.263881875000000000e+06 1.232856750488281250e+02
