Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2014-09-29T23:32:35.312,2,0.00454937677621907,0.8263942330915082,FoVF,-0.708067517391884,0.7178530156414951,2456930.482529586
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2014-11-03T15:10:19.619,2,0.002318135734615336,-1.311377273684561,FoVP,0.7053519762545345,0.708494262515649,2456965.1327176094
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2014-12-04T20:50:20.592,3,5.495375413953484E-4,-0.30568493477933734,FoVP,-0.6700687986580766,0.7046662573124459,2456996.3680504602
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2014-12-04T22:36:54.783,7,-0.0041698496729942885,-0.30857003234240576,FoVF,-0.6689146117895074,0.7056703314639128,2456996.4420557944
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2015-01-03T20:36:39.888,1,0.0034028524819331284,-2.35462880143729,FoVP,0.644456499581203,0.698506399188414,2457026.3581382236
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2015-02-07T20:13:07.376,4,-0.0014541454684466324,-1.5148932460745508,FoVP,-0.6455943733433012,0.7053037579700246,2457061.341880811
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2015-04-10T03:25:45.899,4,0.001481877024982699,-2.53154804859365,FoVF,-0.7136831001740034,0.7113384436597164,2457122.643716104
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2015-05-16T00:59:46.681,5,-0.002655917213732996,1.6051612514389562,FoVP,0.7026659221879733,0.7237366108780021,2457158.5433489596
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2015-05-16T02:46:20.891,3,0.002600082616153673,1.6050744860944213,FoVF,0.7018291002444328,0.7245116629021835,2457158.617357903
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2015-06-09T06:53:40.894,2,0.0020155522624305433,2.733836288845858,FoVP,-0.6875468003211315,0.7220420759493859,2457182.789647499
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2015-06-09T08:40:15.104,6,-0.0031745990111482305,2.734333832657159,FoVF,-0.6887780901113767,0.7208140024249567,2457182.8636558796
TOI-2295,4.914439005506642,0.8812577575364189,18:46:18.387,+50:29:32.461,2015-07-18T23:54:12.363,6,-0.004195102915084433,0.5544630034812006,FoVP,0.6614258948303325,0.7271380350953127,2457222.4987245426
