logP1 9.0858
K1 46.3559
esino1 -0.2507
ecoso1 0.0086
Mo1 1.3000
Omega1 1.6900
Inc1 0.2326
b_AAT 14.4555
J_AAT 3.8817
b_PFS -2.2844
J_PFS 2.8848
J_hip2 1.1577
logJ_gaia -0.3630
dra -0.9983
ddec 4.5475
dplx -0.0004
dpmra 1.3732
dpmdec 0.2954
Mstar 1.1622
